sex,age,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
M,17,GT3,T,3,3,services,services,mother,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,12,12,12,11
M,16,GT3,T,1,2,services,services,mother,1,0,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11
M,16,LE3,T,2,1,other,other,mother,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15
F,17,GT3,A,3,3,health,other,mother,2,0,no,yes,no,no,yes,yes,3,3,3,1,3,3,6,8,7,9
M,17,GT3,T,1,2,at_home,other,mother,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,4,8,9,10
F,16,GT3,T,2,3,services,services,mother,2,0,no,no,no,no,yes,no,4,3,3,1,1,2,10,11,12,13
F,17,GT3,T,1,1,at_home,services,mother,2,0,no,no,no,yes,yes,no,5,3,3,1,1,3,0,8,8,9
M,17,GT3,T,1,2,at_home,services,other,2,0,no,no,yes,yes,yes,no,4,4,4,4,5,5,12,7,8,8
M,16,GT3,T,3,3,services,services,mother,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,8,8,9,10
M,16,GT3,T,2,3,other,other,father,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,13,14,14
F,17,LE3,T,2,4,services,services,father,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,0,14,15,15
M,17,GT3,T,4,4,services,teacher,mother,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,17,15,16
M,16,LE3,T,3,3,teacher,other,father,1,0,no,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10
F,17,GT3,T,4,4,services,teacher,mother,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,24,18,18,18
F,16,LE3,T,4,4,teacher,teacher,mother,2,0,no,yes,yes,no,yes,no,4,5,2,1,2,3,0,9,9,10
F,16,GT3,T,4,3,health,other,mother,2,0,no,yes,no,yes,yes,no,4,3,5,1,5,2,2,16,16,16
F,16,GT3,T,2,3,other,other,mother,2,0,yes,yes,yes,yes,yes,no,4,4,3,1,3,4,6,8,10,10
F,17,GT3,T,1,1,other,other,mother,2,0,no,yes,yes,no,yes,no,4,4,4,1,3,1,4,9,9,10
F,17,GT3,T,2,2,other,other,mother,1,0,no,yes,no,no,yes,no,5,3,2,1,2,3,18,7,6,6
F,16,GT3,T,2,2,services,services,mother,4,0,no,yes,yes,yes,yes,no,5,3,5,1,1,5,6,10,10,11
F,17,GT3,T,3,4,at_home,services,mother,3,1,no,yes,yes,no,yes,yes,4,4,3,3,4,5,28,10,9,9
F,16,GT3,A,3,1,services,other,mother,2,3,no,yes,yes,no,yes,no,2,3,3,2,2,4,5,7,7,7
F,16,GT3,T,4,3,teacher,other,mother,2,0,no,no,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13
F,16,GT3,T,1,1,at_home,other,mother,1,0,no,yes,yes,no,yes,no,4,3,2,1,4,5,6,9,9,10
F,17,GT3,T,4,3,teacher,other,mother,3,0,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7
F,19,GT3,T,3,3,other,other,other,4,0,no,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8
M,17,LE3,T,4,4,services,other,mother,2,0,no,yes,yes,no,yes,yes,5,3,5,4,5,3,13,12,12,13
F,16,GT3,A,2,2,other,other,mother,2,0,yes,yes,yes,no,yes,no,3,3,4,1,1,4,0,12,13,14
M,18,GT3,T,2,2,services,other,mother,2,1,no,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8
F,17,LE3,T,4,4,services,other,mother,1,0,no,yes,yes,no,yes,no,5,2,1,1,2,3,12,8,10,10
F,17,LE3,T,3,2,other,other,mother,2,0,no,no,yes,no,yes,no,4,4,4,1,3,1,2,14,15,15
F,17,GT3,T,4,3,other,other,mother,2,2,no,no,yes,no,yes,yes,3,4,5,2,4,1,22,6,6,4
M,18,LE3,T,3,3,services,health,father,2,1,no,yes,yes,no,yes,no,3,2,4,2,4,4,13,6,6,8
F,17,GT3,T,2,3,at_home,other,father,1,0,no,yes,yes,no,yes,no,3,3,3,1,4,3,3,7,7,8
F,17,GT3,T,2,2,at_home,at_home,mother,3,0,no,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10
F,17,GT3,T,2,1,at_home,services,mother,2,0,no,yes,no,yes,yes,no,4,2,5,1,2,5,2,6,6,6
F,17,GT3,T,1,1,at_home,other,mother,3,1,no,yes,no,yes,yes,yes,4,3,4,1,1,5,0,6,5,0
F,16,GT3,T,2,3,services,teacher,mother,2,0,yes,no,no,no,yes,no,2,3,1,1,1,3,2,16,16,17
M,18,GT3,T,2,2,other,other,mother,2,0,no,yes,yes,no,yes,no,3,3,3,5,5,4,0,12,13,13
F,16,GT3,T,4,4,teacher,services,mother,3,0,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14
F,18,GT3,T,3,1,other,other,mother,2,1,no,no,no,yes,yes,yes,5,3,3,1,1,4,16,9,8,7
F,17,GT3,T,3,2,other,other,mother,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15
M,17,LE3,T,2,3,services,services,father,2,0,no,yes,yes,no,yes,no,5,3,3,1,3,3,2,12,11,12
M,18,LE3,T,2,1,at_home,other,mother,2,0,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9
F,17,GT3,A,2,1,other,other,mother,3,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,10,12,10,12
F,17,LE3,T,4,3,health,other,father,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,14,13,13,14
M,17,GT3,T,2,2,other,other,father,2,0,no,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11
M,17,GT3,T,4,4,teacher,teacher,mother,2,0,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,14,11,9,9
M,16,GT3,T,4,4,health,other,father,2,0,no,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13
M,16,LE3,T,1,1,other,other,mother,2,0,no,yes,yes,no,yes,no,3,4,2,1,1,5,18,9,7,6
M,16,GT3,T,3,2,at_home,other,mother,3,0,no,no,no,yes,yes,yes,5,3,3,1,3,2,10,11,9,10
M,17,LE3,T,2,2,other,other,father,2,0,no,no,yes,yes,yes,yes,4,4,2,5,5,4,4,14,13,13
F,16,GT3,T,2,1,other,other,mother,1,0,no,no,no,no,yes,yes,4,5,2,1,1,5,20,13,12,12
F,17,GT3,T,2,1,at_home,services,mother,2,0,no,no,no,yes,yes,no,2,1,1,1,1,3,2,13,11,11
M,18,GT3,T,2,2,other,services,father,2,1,no,no,no,no,no,no,5,5,4,3,5,2,0,7,7,0
M,17,LE3,T,4,3,health,other,mother,2,0,no,no,no,yes,yes,yes,2,5,5,1,4,5,14,12,12,12
M,17,LE3,A,4,4,teacher,other,mother,2,0,no,yes,yes,no,yes,no,3,3,3,2,3,4,2,10,11,12
M,16,LE3,T,4,3,teacher,other,mother,1,0,no,no,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0
M,16,GT3,T,4,4,services,services,mother,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,13,12,12
F,18,GT3,T,2,1,other,other,other,3,0,no,yes,yes,no,yes,yes,4,4,4,1,1,3,0,7,0,0
M,16,GT3,T,2,1,other,other,mother,1,0,no,no,no,no,yes,no,4,3,3,1,1,4,6,18,18,18
M,17,GT3,T,2,3,other,other,father,1,0,no,no,no,no,yes,no,5,2,2,1,1,2,4,12,12,13
M,22,GT3,T,3,1,services,services,mother,1,3,no,no,no,no,no,yes,5,4,5,5,5,1,16,6,8,8
M,18,LE3,T,3,3,other,services,mother,2,1,no,yes,no,no,yes,yes,4,3,3,1,3,5,8,3,5,5
M,16,GT3,T,0,2,other,other,mother,1,0,no,no,yes,no,yes,no,4,3,2,2,4,5,0,13,15,15
M,18,GT3,T,3,2,services,other,mother,1,1,no,no,no,no,no,no,4,4,5,2,4,5,0,6,8,8
M,16,GT3,T,3,3,at_home,other,other,2,0,yes,yes,no,no,yes,no,5,3,3,1,3,2,6,7,10,10
M,18,GT3,T,2,1,services,services,mother,1,1,no,no,no,no,no,no,3,2,5,2,5,5,4,6,9,8
M,16,GT3,T,2,1,other,other,mother,1,0,no,no,no,yes,yes,no,3,3,2,1,3,3,0,8,9,8
M,17,GT3,T,2,1,other,other,mother,1,0,no,no,no,no,yes,no,4,4,2,2,4,5,0,8,12,12
M,17,LE3,T,1,1,health,other,mother,1,1,no,yes,no,yes,yes,no,4,4,4,1,2,5,2,7,9,8
F,17,LE3,T,4,2,teacher,services,mother,4,0,no,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13
M,19,LE3,A,4,3,services,at_home,mother,2,0,no,yes,no,no,yes,no,4,3,1,1,1,1,12,11,11,11
M,18,GT3,T,2,1,other,other,mother,2,0,no,no,no,yes,yes,no,5,2,4,1,2,4,8,15,14,14
F,17,LE3,T,2,2,services,services,father,4,0,no,no,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0
F,18,GT3,T,4,3,services,other,father,2,0,no,yes,yes,no,yes,yes,3,1,2,1,3,2,21,17,18,18
M,18,GT3,T,4,3,teacher,other,mother,2,0,no,yes,yes,no,yes,no,4,3,2,1,1,3,2,8,8,8
M,18,GT3,T,3,2,other,other,mother,3,0,no,no,no,yes,yes,no,5,3,2,1,1,3,1,13,12,12
F,17,GT3,T,3,3,other,other,mother,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,4,10,9,9
F,18,GT3,T,2,2,at_home,services,mother,3,0,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0
M,18,LE3,A,3,4,other,other,mother,2,0,no,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17
M,17,GT3,T,3,1,services,other,mother,2,0,no,no,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10
F,18,GT3,T,4,4,teacher,other,mother,2,0,no,no,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11
M,18,GT3,T,4,2,health,other,father,2,0,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10
F,18,GT3,T,2,1,other,other,mother,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,0,6,0,0
F,19,GT3,T,3,3,other,services,other,2,2,no,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9
F,18,GT3,T,2,3,other,services,father,4,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14
F,18,LE3,T,1,1,other,other,mother,2,0,no,yes,yes,no,yes,no,4,4,3,1,1,3,2,11,11,11
M,17,GT3,T,1,2,at_home,at_home,mother,2,0,no,yes,yes,yes,yes,yes,3,5,2,2,2,1,2,15,14,14
F,17,GT3,T,2,4,at_home,health,mother,2,0,no,yes,yes,no,yes,yes,4,3,3,1,1,1,2,10,10,10
F,17,LE3,T,2,2,services,other,mother,2,0,yes,yes,yes,no,yes,yes,4,4,4,2,3,5,6,12,12,12
F,18,GT3,A,3,2,other,services,mother,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,75,10,9,9
M,18,GT3,T,4,4,teacher,services,mother,1,0,no,no,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9
F,18,GT3,T,4,4,health,health,father,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,15,9,8,8
M,18,LE3,T,4,3,teacher,services,mother,1,0,no,no,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10
M,17,LE3,A,4,1,services,other,mother,1,0,no,no,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8
M,17,LE3,A,3,2,teacher,services,mother,1,1,no,no,no,no,yes,no,4,4,4,3,4,3,19,11,9,10
F,18,LE3,T,1,1,at_home,other,mother,4,0,no,yes,yes,yes,yes,no,5,2,2,1,1,3,1,12,12,12
F,18,GT3,T,1,1,other,other,mother,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,4,8,9,10
F,17,GT3,T,2,2,other,other,mother,2,0,no,yes,no,no,yes,no,5,4,5,1,2,5,4,10,9,11
M,17,GT3,T,1,1,other,other,father,2,0,no,no,yes,no,yes,no,4,3,3,1,2,4,2,12,10,11
F,18,GT3,T,2,2,at_home,at_home,mother,3,0,no,yes,yes,no,yes,no,4,3,3,1,2,2,5,18,18,19
F,17,GT3,T,1,1,services,teacher,mother,3,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,6,13,12,12
M,18,GT3,T,2,1,services,services,mother,3,0,no,no,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14
M,18,LE3,A,4,4,teacher,teacher,mother,2,0,no,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15
M,18,GT3,T,4,2,teacher,other,mother,2,0,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11
F,17,GT3,T,4,3,health,services,mother,3,0,no,yes,yes,no,yes,no,4,2,2,1,2,3,0,15,15,15
F,18,LE3,T,2,1,services,at_home,mother,2,1,no,no,no,no,yes,yes,5,4,3,1,1,5,12,12,12,13
F,17,LE3,T,3,1,services,other,mother,4,0,no,yes,yes,no,yes,no,3,1,2,1,1,3,6,18,18,18
M,18,LE3,T,3,2,services,other,mother,3,0,no,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14
M,17,GT3,T,3,3,health,other,mother,1,0,no,yes,yes,no,yes,no,4,4,3,1,3,5,4,14,12,11
F,19,GT3,T,4,4,health,other,other,2,0,no,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0
F,18,LE3,T,4,3,other,other,other,2,0,no,yes,yes,no,yes,yes,4,4,5,1,2,2,10,10,8,8
F,18,GT3,T,4,3,other,other,father,4,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,14,13,14
M,18,LE3,T,4,4,teacher,teacher,mother,1,0,no,yes,yes,no,yes,yes,1,4,2,2,2,1,5,16,15,16
F,18,LE3,A,4,4,health,other,mother,2,0,no,yes,no,no,yes,yes,4,2,4,1,1,4,14,12,10,11
M,17,LE3,T,4,4,other,teacher,father,1,0,no,no,yes,no,yes,no,4,1,1,2,2,5,0,11,11,10
F,17,GT3,T,4,2,other,other,mother,3,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,15,12,14
F,17,GT3,T,3,2,health,health,father,4,0,no,yes,yes,yes,yes,no,5,2,2,1,2,5,0,17,17,18
M,19,GT3,T,3,3,other,other,other,2,1,no,yes,no,yes,yes,yes,4,4,4,1,1,3,20,15,14,13
F,18,GT3,T,2,4,services,at_home,other,2,1,no,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12
M,20,GT3,A,3,2,services,other,other,1,0,no,no,no,yes,yes,no,5,5,3,1,1,5,0,17,18,18
M,19,GT3,T,4,4,teacher,services,other,1,1,no,yes,yes,no,yes,yes,4,3,4,1,1,4,38,8,9,8
M,19,GT3,T,3,3,other,services,father,2,1,no,no,no,yes,yes,yes,4,5,3,1,2,5,0,15,12,12
F,19,LE3,T,1,1,at_home,other,other,2,1,yes,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10
F,19,LE3,T,1,2,services,services,other,2,1,no,no,no,yes,yes,yes,4,2,4,2,2,3,0,9,9,0
F,19,GT3,T,2,1,at_home,other,other,2,0,no,yes,no,no,no,yes,3,4,1,1,1,2,20,14,12,13
M,19,GT3,T,1,2,other,services,other,2,1,no,no,no,no,yes,no,4,5,2,2,2,4,3,13,11,11
F,19,LE3,T,3,2,services,other,other,2,1,no,yes,yes,no,yes,yes,4,2,2,1,2,1,22,13,10,11
F,19,GT3,T,1,1,at_home,health,other,3,2,no,no,no,no,yes,yes,4,1,2,1,1,3,14,15,13,13
F,19,GT3,T,2,3,other,other,other,3,1,no,no,no,no,yes,yes,4,1,2,1,1,3,40,13,11,11
F,18,GT3,T,2,1,services,other,mother,2,0,no,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0
F,18,GT3,T,4,3,other,other,mother,3,0,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9
F,17,GT3,T,3,4,at_home,services,father,3,0,no,yes,yes,yes,yes,no,4,3,4,2,5,5,0,11,11,10
F,18,GT3,T,4,4,teacher,other,mother,2,0,no,yes,yes,no,yes,no,4,4,4,3,3,5,2,11,11,11
F,17,GT3,A,4,3,services,services,mother,2,0,no,yes,yes,no,yes,yes,5,2,2,1,2,5,23,13,13,13
F,17,GT3,T,2,2,other,other,mother,2,0,no,yes,no,no,yes,yes,4,2,2,1,1,3,12,11,9,9
F,17,LE3,T,2,2,services,services,mother,3,0,no,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11
F,17,GT3,T,3,1,services,services,father,3,0,no,yes,no,no,yes,no,3,4,3,2,3,5,1,12,14,15
F,17,LE3,T,0,2,at_home,at_home,father,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,16,15,15
M,18,GT3,T,4,4,other,other,mother,3,0,no,no,no,yes,yes,no,4,3,3,2,2,3,3,9,12,11
M,17,GT3,T,3,3,other,services,mother,1,0,no,no,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16
M,17,GT3,T,2,2,services,other,mother,1,0,no,yes,no,no,yes,no,4,4,5,5,5,4,8,11,10,10
F,17,GT3,T,4,4,teacher,services,mother,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9
F,17,GT3,T,4,4,teacher,teacher,mother,3,0,no,yes,yes,no,yes,yes,4,3,3,1,2,4,4,14,14,14
M,18,LE3,T,2,2,other,other,mother,4,0,no,yes,no,yes,yes,no,4,5,5,2,4,5,2,9,8,8
F,17,GT3,T,2,4,at_home,other,father,3,0,no,yes,no,no,yes,yes,4,4,3,1,1,5,7,12,14,14
F,18,GT3,T,3,3,services,services,mother,2,0,no,no,no,yes,yes,no,5,3,4,1,1,4,0,7,0,0
F,18,LE3,T,2,2,other,other,other,2,0,no,no,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0
F,18,GT3,T,2,2,at_home,other,mother,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,0,10,9,0
F,17,GT3,T,3,4,services,other,mother,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,16,16,15,15
F,19,GT3,A,3,1,services,at_home,other,3,1,no,no,yes,no,yes,no,5,4,3,1,2,5,12,14,13,13
F,17,GT3,T,3,2,other,other,mother,2,0,no,yes,yes,no,yes,yes,4,3,2,2,3,2,0,7,8,0
F,18,LE3,T,3,3,services,services,mother,4,0,no,yes,no,no,yes,no,5,3,3,1,1,1,7,16,15,17
F,17,GT3,A,3,2,other,other,mother,2,0,no,yes,yes,no,yes,no,4,3,3,2,3,2,4,9,10,10
F,19,GT3,T,2,1,services,services,other,3,1,no,no,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11
M,18,GT3,T,4,4,teacher,services,father,2,1,no,yes,no,yes,yes,no,4,3,3,2,2,2,0,10,10,0
M,18,LE3,T,3,4,services,other,mother,2,0,no,no,no,yes,yes,yes,4,3,3,1,3,5,11,16,15,15
F,17,GT3,A,2,2,at_home,at_home,father,2,1,no,yes,no,no,yes,yes,3,3,1,1,2,4,0,9,8,0
F,18,GT3,T,2,3,at_home,other,mother,3,0,no,yes,no,no,yes,no,4,3,3,1,2,3,4,11,10,10
F,18,GT3,T,3,2,other,services,mother,3,0,no,no,no,no,yes,yes,5,4,3,2,3,1,7,13,13,14
M,18,GT3,T,4,3,teacher,services,mother,3,0,no,no,no,no,yes,yes,5,3,2,1,2,4,9,16,15,16
M,18,GT3,T,4,3,teacher,other,mother,3,0,no,yes,yes,no,yes,yes,5,4,5,2,3,5,0,10,10,9
F,17,GT3,T,4,3,health,other,mother,3,0,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
M,18,GT3,T,3,2,other,other,mother,1,1,no,yes,no,no,yes,no,2,5,5,5,5,5,10,11,13,13
M,19,GT3,T,1,1,other,services,other,2,3,no,no,no,no,yes,no,5,4,4,3,3,2,8,8,7,8
M,17,GT3,T,3,3,health,other,mother,2,0,no,yes,yes,no,yes,no,4,5,4,2,3,3,2,13,13,13
M,18,LE3,T,1,3,at_home,services,mother,1,1,no,no,no,no,no,yes,4,3,3,2,3,3,7,8,7,8
M,19,GT3,T,1,1,other,other,other,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,8,8
M,17,GT3,T,4,3,services,other,mother,2,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
F,18,GT3,T,3,3,services,services,father,2,0,no,yes,no,no,yes,yes,5,3,4,1,1,5,0,10,9,9
F,17,GT3,T,4,4,teacher,services,father,2,0,no,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
F,17,LE3,A,3,2,services,other,mother,2,0,no,no,no,no,yes,yes,1,2,3,1,2,5,2,12,12,11
M,18,LE3,T,1,1,other,services,father,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,4,10,10,10
F,18,LE3,T,1,1,at_home,services,father,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,18,16,16
F,18,LE3,A,1,4,at_home,other,mother,2,0,no,no,no,no,yes,yes,4,3,4,1,4,5,0,13,13,13
M,18,LE3,T,1,1,at_home,other,mother,2,1,no,no,no,yes,no,no,4,4,3,2,3,5,2,13,12,12
F,18,GT3,T,3,3,services,services,mother,2,0,no,yes,no,no,yes,yes,4,3,2,1,3,3,0,11,11,10
F,17,LE3,T,4,4,at_home,at_home,mother,2,0,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15
F,17,GT3,T,1,2,other,services,father,2,0,no,no,no,no,yes,no,3,2,2,1,2,3,0,12,11,12
M,18,GT3,T,1,3,at_home,other,mother,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,4,10,10,10
M,18,LE3,T,4,4,teacher,services,mother,3,0,no,no,yes,no,yes,yes,4,2,2,2,2,5,0,13,13,13
F,17,GT3,T,1,1,other,services,mother,1,1,no,yes,yes,no,yes,yes,5,2,1,1,2,1,0,7,6,0
F,18,GT3,T,2,3,at_home,services,father,1,0,no,yes,yes,no,yes,yes,5,2,3,1,2,4,0,11,10,10
F,18,GT3,T,4,4,other,teacher,father,2,0,no,yes,yes,no,yes,yes,3,2,2,4,2,5,10,14,12,11
F,19,LE3,T,3,2,services,services,other,2,2,no,no,no,yes,yes,yes,3,2,2,1,1,3,4,7,7,9
M,18,LE3,T,1,2,at_home,services,father,1,0,no,yes,yes,yes,no,yes,4,3,3,2,3,3,3,14,12,12
F,17,GT3,T,2,2,other,at_home,mother,3,0,no,no,no,yes,yes,yes,3,4,3,1,1,3,8,13,11,11
F,17,GT3,T,1,2,other,other,mother,1,0,no,no,no,yes,yes,no,3,5,5,1,3,1,14,6,5,5
F,18,LE3,T,4,4,other,other,mother,3,0,no,no,no,no,yes,no,5,4,4,1,1,1,0,19,18,19
F,18,GT3,T,1,1,other,other,mother,3,0,no,no,no,no,yes,no,4,3,2,1,2,4,2,8,8,10
F,20,GT3,T,4,2,health,other,other,3,2,no,yes,yes,no,yes,yes,5,4,3,1,1,3,4,15,14,15
F,18,LE3,T,4,4,teacher,services,mother,2,0,no,no,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10
F,18,GT3,T,3,3,other,other,mother,2,0,no,no,yes,no,yes,yes,4,1,3,1,2,1,0,15,15,15
F,17,GT3,T,3,1,at_home,other,mother,2,0,no,yes,yes,yes,yes,no,4,5,4,2,3,1,17,10,10,10
M,18,GT3,T,4,4,teacher,teacher,father,2,0,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,15,14,14
M,18,GT3,T,2,1,other,other,mother,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7
M,17,GT3,T,2,3,other,services,father,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,2,11,11,10
M,19,GT3,T,1,1,other,services,mother,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,6,5,0
M,18,GT3,T,4,2,other,other,father,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,14,6,5,5
F,18,GT3,T,2,2,at_home,other,mother,3,0,no,no,yes,no,yes,no,5,3,3,1,3,4,2,10,9,10
F,18,GT3,T,4,4,teacher,at_home,mother,1,0,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6
F,19,GT3,T,2,3,services,other,mother,3,1,no,no,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0
F,18,LE3,T,3,1,teacher,services,mother,2,0,no,yes,yes,no,yes,no,4,3,4,1,1,1,0,7,9,8
F,18,GT3,T,1,1,other,other,mother,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0
M,20,LE3,A,2,2,services,services,other,2,2,no,yes,yes,no,yes,no,5,5,4,4,5,4,11,9,9,9
M,17,LE3,T,3,1,services,services,mother,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,3,14,16,16
M,21,GT3,T,1,1,other,other,other,1,3,no,no,no,no,yes,no,5,5,3,3,3,3,3,10,8,7
M,18,LE3,T,3,2,services,other,mother,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,0,11,12,10
M,19,LE3,T,1,1,other,at_home,father,1,0,no,no,no,no,yes,no,3,2,3,3,3,5,5,8,9,9
